/* DATA DESCRIPTION:
Citation:	Rojo, Maxence; Noer, Gunnar; Claud, Chantal (2019): Polar Low tracks in the Norwegian Sea and the Barents Sea from 1999 until 2019. PANGAEA, https://doi.org/10.1594/PANGAEA.903058, 
	Supplement to: Rojo, Maxence; Claud, Chantal; Noer, Gunnar; Carleton, Andrew M (2019): In Situ Measurements of Surface Winds, Waves, and Sea State in Polar Lows Over the North Atlantic. Journal of Geophysical Research: Atmospheres, 124(2), 700-718, https://doi.org/10.1029/2017JD028079
Abstract:	List of Polar Low (PL) events over the Nordic seas and their associated tracking for the period November 1999 until March 2018 using AVHRR imagery.
Related to:	Rojo, Maxence; Claud, Chantal; Mallet, Paul-Etienne; Noer, Gunnar; Carleton, Andrew M; Vicomte, Marie (2015): Polar low tracks over the Nordic Seas: a 14-winter climatic analysis. Tellus Series A-Dynamic Meteorology and Oceanography, 67(1), 24660, https://doi.org/10.3402/tellusa.v67.24660
Coverage:	MEDIAN LATITUDE: 71.099792 * MEDIAN LONGITUDE: 17.603222 * SOUTH-BOUND LATITUDE: 51.000000 * WEST-BOUND LONGITUDE: -32.000000 * NORTH-BOUND LATITUDE: 81.000000 * EAST-BOUND LONGITUDE: 81.000000
	DATE/TIME START: 1999-12-19T04:16:00 * DATE/TIME END: 2019-05-03T05:46:00
Event(s):	NordicSeas_NAtlantic * LATITUDE: 71.600000 * LONGITUDE: 18.000000 * LOCATION: Nordic Seas * METHOD/DEVICE: Satellite remote sensing (SAT)
Parameter(s):	Identification (ID) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * COMMENT: PolarLowID
	DATE/TIME (Date/Time) * GEOCODE * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	Season (Season) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	Observation (Obs) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	LATITUDE (Latitude) * GEOCODE * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	LONGITUDE (Longitude) * GEOCODE * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	Diameter [km] (Ø) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Approximative diameter of a circle that forms the PL cloud vortex at the time of observation
	Diameter [km] (Ø) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Optional value of approximative diameter of a circle that forms the PL cloud vortex at the time of observation
	Morphology (Morphology) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: of PL at the time of observation, S = Spiraliform, C = Comma shaped, MGR = Merry-go-round, W = Wave system, U = Undefined, T = Transition between different forms, H = Hybrid, - = Systems don't appear completely on imagery
	Stage (Stage) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: of PL development at the time of observation, F = Formation, M = Mature, D = Decay
	Comment (Comment) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Specific mentions about PL
	Comment (Comment) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Added from visual inspection of historical NOAA AVHRR images only, without support of observations or NWP
	Comment (Comment) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Denotes uncertainties in visual inspection, and/or notes of the MET-NO list
	Pressure, atmospheric, minimum [hPa] (PPPP min) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Minimum pressure level recorded during PL lifecycle. Empty cells indicate that MSLP is not available.
	Wind speed, gust [arbitrary units] (ff gust) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Maximum 10 minute 10m wind speed observed (in knots). Empty cells indicate that Max wind speed is omitted; #35 = 35-40
	Wind speed, gust [arbitrary units] (ff gust) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Max 3 sec. gusts during PL lifecycle; #52 = 52(60)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	34555 data points
*/
ID (PolarLowID)	Date/Time	Season	Obs	Latitude	Longitude	Ø [km] (Approximative diameter of a c...)	Ø [km] (Optional value of approximati...)	Morphology (of PL at the time of observat...)	Stage (of PL development at the time...)	Comment (Specific mentions about PL)	Comment (Added from visual inspection ...)	Comment (Denotes uncertainties in visu...)	PPPP min [hPa] (Minimum pressure level record...)	ff gust [arbitrary units] (Maximum 10 minute 10m wind sp...)	ff gust [arbitrary units] (Max 3 sec. gusts during PL li...)
232	2017-02-17T06:25	2016/2017	4	71.7	2.5	180		C	M	Dual_Second_low_of_17_with_obs	-		987	59	72
232	2017-02-17T08:03	2016/2017	5	71.3	3.5	200		C	M	Dual_Second_low_of_17_with_obs	-		987	59	72
232	2017-02-17T09:38	2016/2017	6	71.0	5.0			C	M	Dual_Second_low_of_17_with_obs	-		987	59	72
232	2017-02-17T11:19	2016/2017	7	71.0	9.0	240		C	M	Dual_Second_low_of_17_with_obs	-		987	59	72
232	2017-02-17T12:59	2016/2017	8	70.8	10.5	510		C	M	Dual_Second_low_of_17_with_obs	-		987	59	72
232	2017-02-17T14:39	2016/2017	9	70.2	13.5	580		C	M	Dual_Second_low_of_17_with_obs	-		987	59	72
232	2017-02-17T19:29	2016/2017	10	70.0	20.0			-	D	Dual_Second_low_of_17_with_obs	-		987	59	72
232.b	2017-02-17T12:59	2016/2017	1	73.0	7.5			C	M	Dual	-				
232.b	2017-02-17T14:39	2016/2017	2	72.5	7.5			C	M	Dual	-				
232.b	2017-02-17T19:29	2016/2017	3	71.5	9.5	180		C	M	Dual	-				
232.b	2017-02-17T21:09	2016/2017	4	70.9	11.0	160		C	M	Dual	-				
232.b	2017-02-18T02:53	2016/2017	5	69.0	15.0	390		S	D	Dual	-				
232.b	2017-02-18T04:34	2016/2017	6	69.0	15.5			-	D	Dual	-				
233	2017-02-18T04:34	2016/2017	1	72.5	45.0	240		C	F	Multiple_Small	-				
233	2017-02-18T09:18	2016/2017	2	72.5	45.0	280		H	M	Multiple_Small	-				
233	2017-02-18T10:58	2016/2017	3	72.8	44.5	270		S	M	Multiple_Small	-				
233	2017-02-18T12:47	2016/2017	4	72.7	44.0	320		C	M	Multiple_Small	-				
233	2017-02-18T19:19	2016/2017	5	71.6	44.8	290		H	M	Multiple_Small	-				
233	2017-02-19T02:41	2016/2017	6	72.8	41.0	140		C	M	Multiple_Small	-				
233	2017-02-19T04:22	2016/2017	7	72.5	41.5	150		S	M	Multiple_Small	-				
233	2017-02-19T08:57	2016/2017	8	72.0	40.1	430		S	M	Multiple_Small	-				
233	2017-02-19T10:37	2016/2017	9	72.0	40.0	380		S	M	Multiple_Small	-				
233	2017-02-19T12:36	2016/2017	10	71.8	40.0	350		S	D	Multiple_Small	-				
233	2017-02-19T18:48	2016/2017	11	70.5	38.5			-	D	Multiple_Small	-				
233.b	2017-02-18T06:14	2016/2017	1	74.5	29.0	110		C	F	Multiple_Small	-				
233.b	2017-02-18T07:52	2016/2017	2	74.5	28.5	190		C	F	Multiple_Small	-				
233.b	2017-02-18T09:18	2016/2017	3	74.0	28.0	250		H	M	Multiple_Small	-				
233.b	2017-02-18T10:58	2016/2017	4	74.0	27.5	240		H	M	Multiple_Small	-				
233.b	2017-02-18T12:47	2016/2017	5	73.8	27.0			C	M	Multiple_Small	-				
233.b	2017-02-18T19:19	2016/2017	6	72.5	25.5	230		H	D	Multiple_Small	-				
233.b	2017-02-19T02:41	2016/2017	7	71.8	24.0	180		H	D	Multiple_Small	-				
233.c	2017-02-18T07:52	2016/2017	1	72.7	27.0			C	F	Multiple	-				
233.c	2017-02-18T09:18	2016/2017	2	72.5	28.0	300		C	F	Multiple	-				
233.c	2017-02-18T10:58	2016/2017	3	72.5	29.0	310		C	M	Multiple	-				
233.c	2017-02-18T12:47	2016/2017	4	72.2	30.0	450		C	M	Multiple	-				
233.c	2017-02-18T19:19	2016/2017	5	71.2	31.0			C	D	Multiple	-				
234	2017-02-19T18:48	2016/2017	1	74.6	14.0			U	F	-	-				
234	2017-02-20T02:29	2016/2017	2	72.7	15.0	360		H	M	-	-				
234	2017-02-20T04:11	2016/2017	3	72.6	17.5	430		H	M	-	-				
234	2017-02-20T05:51	2016/2017	4	72.4	18.0	430		S	M	-	-				
234	2017-02-20T07:30	2016/2017	5	71.9	18.0	510		S	M	-	-				
234	2017-02-20T08:35	2016/2017	6	71.8	19.0	470		S	M	-	-				
234	2017-02-20T10:17	2016/2017	7	71.6	20.0	470		S	M	-	-				
234	2017-02-20T10:46	2016/2017	8	71.5	20.0	300		S	M	-	-				
234	2017-02-20T12:25	2016/2017	9	71.2	21.5	270		S	D	-	-				
234	2017-02-20T14:05	2016/2017	10	71.1	23.0	280		S	D	-	-				
234	2017-02-20T18:28	2016/2017	11	71.0	25.5			-	D	-	-				
235	2017-02-19T18:48	2016/2017	1	76.2	47.0	390		C	F	-	-		983	40	49
235	2017-02-20T02:29	2016/2017	2	76.2	47.0			C	F	-	-		983	40	49
235	2017-02-20T04:11	2016/2017	3	76.2	48.0			C	F	-	-		983	40	49
235	2017-02-20T10:46	2016/2017	4	76.2	47.0	360		C	M	-	-		983	40	49
235	2017-02-20T12:25	2016/2017	5	76.2	47.5	350		C	M	-	-		983	40	49
235	2017-02-20T14:16	2016/2017	6	76.0	48.0			C	M	-	-		983	40	49
235	2017-02-20T18:28	2016/2017	7	75.5	48.5	270		C	M	-	-		983	40	49
235	2017-02-21T02:18	2016/2017	8	74.0	48.5	310		C	M	-	-		983	40	49
235	2017-02-21T03:59	2016/2017	9	73.9	49.0	280		C	M	-	-		983	40	49
235	2017-02-21T05:50	2016/2017	10	73.5	49.0	300		C	M	-	-		983	40	49
235	2017-02-21T07:32	2016/2017	11	73.2	49.0	360		C	M	-	-		983	40	49
235	2017-02-21T09:56	2016/2017	12	73.0	50.0	300		C	M	-	-		983	40	49
235	2017-02-21T10:35	2016/2017	13	72.9	50.2	280		C	M	-	-		983	40	49
235	2017-02-21T12:14	2016/2017	14	72.7	51.0	360		C	M	-	-		983	40	49
235	2017-02-21T14:04	2016/2017	15	71.7	52.0	360		C	M	-	-		983	40	49
235	2017-02-21T15:44	2016/2017	16	71.5	55.0			C	M	-	-		983	40	49
236	2017-02-24T01:43	2016/2017	1	76.2	20.0			-	F	Marginal_Meso	-		990	33	
236	2017-02-24T03:25	2016/2017	2	76.0	19.0			C	M	Marginal_Meso	-		990	33	
236	2017-02-24T05:06	2016/2017	3	75.5	18.5	150		C	M	Marginal_Meso	-		990	33	
236	2017-02-24T06:45	2016/2017	4	75.1	17.5	200		C	M	Marginal_Meso	-		990	33	
236	2017-02-24T08:53	2016/2017	5	74.3	17.0	180		S	M	Marginal_Meso	-		990	33	
236	2017-02-24T10:34	2016/2017	6	73.9	16.2	190		S	M	Marginal_Meso	-		990	33	
236	2017-02-24T11:40	2016/2017	7	73.3	16.0	180		S	M	Marginal_Meso	-		990	33	
236	2017-02-24T12:13	2016/2017	8	73.0	16.5	190		S	M	Marginal_Meso	-		990	33	
236	2017-02-24T13:19	2016/2017	9	72.7	17.0	210		S	M	Marginal_Meso	-		990	33	
236	2017-02-24T15:00	2016/2017	10	72.3	17.0			S	M	Marginal_Meso	-		990	33	
236	2017-02-24T18:45	2016/2017	11	70.9	17.5	230		S	M	Marginal_Meso	-		990	33	
236	2017-02-24T20:24	2016/2017	12	70.6	18.0	280		S	M	Marginal_Meso	-		990	33	
236	2017-02-25T03:13	2016/2017	13	68.2	16.0			-	D	Marginal_Meso	-		990	33	
237	2017-03-30T13:32	2016/2017	1	71.0	37.0	220		C	F	Small_CB-cluster	-			34	46
237	2017-03-30T15:16	2016/2017	2	71.2	37.8	220		C	M	Small_CB-cluster	-			34	46
237	2017-03-30T16:59	2016/2017	3	70.0	38.5			C	M	Small_CB-cluster	-			34	46
237	2017-03-30T18:41	2016/2017	4	69.7	39.0	180		C	M	Small_CB-cluster	-			34	46
237	2017-03-31T01:44	2016/2017	5	69.1	47.0	290		C	M	Small_CB-cluster	-			34	46
237	2017-03-31T03:27	2016/2017	6	69.0	48.0	260		C	M	Small_CB-cluster	-			34	46
237	2017-03-31T05:11	2016/2017	7	68.7	50.0	280		C	M	Small_CB-cluster	-			34	46
237	2017-03-31T06:52	2016/2017	8	68.5	51.0	260		C	M	Small_CB-cluster	-			34	46
237	2017-03-31T08:28	2016/2017	9	68.3	52.5	300		T	M	Small_CB-cluster	-			34	46
237	2017-03-31T10:10	2016/2017	10	68.0	53.5	280		S	M	Small_CB-cluster	-			34	46
237	2017-03-31T11:42	2016/2017	11	68.0	54.0	270		S	M	Small_CB-cluster	-			34	46
237	2017-03-31T13:26	2016/2017	12	67.8	55.5	300		S	D	Small_CB-cluster	-			34	46
237	2017-03-31T15:05	2016/2017	13	67.7	57.0			S	D	Small_CB-cluster	-			34	46
237.b	2017-03-30T01:56	2016/2017	1	73.1	19.0			-	F	Small_system_before_main_PL	-				
237.b	2017-03-30T03:38	2016/2017	2	72.7	22.0	190		C	F	Small_system_before_main_PL	-				
237.b	2017-03-30T05:19	2016/2017	3	72.3	24.0	140		C	M	Small_system_before_main_PL	-				
237.b	2017-03-30T06:58	2016/2017	4	71.7	25.5	150		C	M	Small_system_before_main_PL	-				
237.b	2017-03-30T08:49	2016/2017	5	71.0	27.5	120		C	M	Small_system_before_main_PL	-				
237.b	2017-03-30T10:30	2016/2017	6	70.5	30.0			-	D	Small_system_before_main_PL	-				
237.b	2017-03-30T11:53	2016/2017	7	70.4	31.0			-	D	Small_system_before_main_PL	-				
237.b	2017-03-30T12:10	2016/2017	8	70.3	31.5			-	D	Small_system_before_main_PL	-				
237.c	2017-03-31T03:27	2016/2017	1	76.0	50.0	90		C	F	Small_system_MC	-				
237.c	2017-03-31T05:11	2016/2017	2	75.5	50.0	90		C	F	Small_system_MC	-				
237.c	2017-03-31T06:52	2016/2017	3	75.0	50.0	110		C	F	Small_system_MC	-				
237.c	2017-03-31T08:28	2016/2017	4	74.5	50.0			C	M	Small_system_MC	-				
237.c	2017-03-31T10:10	2016/2017	5	74.3	49.0	130		C	M	Small_system_MC	-				
237.c	2017-03-31T11:42	2016/2017	6	74.2	48.5	180		C	M	Small_system_MC	-				
237.c	2017-03-31T13:26	2016/2017	7	74.0	48.5	170		C	M	Small_system_MC	-				
237.c	2017-03-31T15:05	2016/2017	8	73.5	48.5	230		T	M	Small_system_MC	-				
237.c	2017-03-31T18:21	2016/2017	9	72.2	50.0	220		S	M	Small_system_MC	-				
237.c	2017-04-01T03:15	2016/2017	10	68.6	53.5	200		S	M	Small_system_MC	-				
237.c	2017-04-01T05:00	2016/2017	11	68.2	55.5			S	D	Small_system_MC	-				
238	2017-03-31T10:10	2016/2017	1	72.5	7.5			C	F	-	-		987	53	65
238	2017-03-31T11:42	2016/2017	2	72.3	7.5	530		C	F	-	-		987	53	65
238	2017-03-31T13:21	2016/2017	3	72.0	10.0	480		C	F	-	-		987	53	65
238	2017-03-31T15:02	2016/2017	4	72.0	12.5			-	M	-	-		987	53	65
238	2017-03-31T18:21	2016/2017	5	72.0	18.5	460		C	M	-	-		987	53	65
238	2017-03-31T20:00	2016/2017	6	71.9	21.8	520		C	M	-	-		987	53	65
238	2017-04-01T03:15	2016/2017	7	71.0	31.5	520		T	M	-	-		987	53	65
238	2017-04-01T04:56	2016/2017	8	70.9	33.5	650		S	M	-	-		987	53	65
238	2017-04-01T06:41	2016/2017	9	70.0	35.5	650		S	M	-	-		987	53	65
238	2017-04-01T08:07	2016/2017	10	70.0	37.5	650		S	M	-	-		987	53	65
238	2017-04-01T09:49	2016/2017	11	69.9	40.0	680		S	M	-	-		987	53	65
238	2017-04-01T11:30	2016/2017	12	69.8	41.5	800		S	M	-	-		987	53	65
238	2017-04-01T13:15	2016/2017	13	69.4	42.5	800		S	M	-	-		987	53	65
238	2017-04-01T14:53	2016/2017	14	69.1	44.0			S	M	-	-		987	53	65
239	2017-11-18T19:58	2017/2018	1	76.1	31.0			-	F	Two_lows_Reversed	-		1008	38	45
239	2017-11-19T02:25	2017/2018	2	75.3	27.0	340		C	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-19T04:07	2017/2018	3	74.9	26.0	290		C	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-19T05:48	2017/2018	4	74.5	25.5	330		C	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-19T07:27	2017/2018	5	74.5	23.5	340		C	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-19T09:47	2017/2018	6	74.8	22.5	400		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-19T10:43	2017/2018	7	74.8	22.0	380		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-19T11:27	2017/2018	8	74.5	21.5	420		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-19T12:22	2017/2018	9	75.0	21.0	410		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-19T14:01	2017/2018	10	75.0	20.2	360		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-19T19:38	2017/2018	11	75.0	16.0	390		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-19T21:18	2017/2018	12	75.0	16.0			S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-20T02:13	2017/2018	13	75.0	13.0			S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-20T03:56	2017/2018	14	74.9	12.5	460		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-20T05:36	2017/2018	15	75.0	10.3	540		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-20T07:16	2017/2018	16	74.8	9.8	520		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-20T09:26	2017/2018	17	74.5	7.0	570		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-20T11:07	2017/2018	18	74.5	6.5	610		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-20T12:11	2017/2018	19	74.5	5.5	560		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-20T13:50	2017/2018	20	74.5	4.0	580		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-20T15:30	2017/2018	21	74.4	3.0	560		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-20T19:17	2017/2018	22	74.0	1.0	590		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-20T20:57	2017/2018	23	74.0	0.0	600		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-21T03:44	2017/2018	24	74.0	-5.0	580		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-21T05:25	2017/2018	25	73.7	-6.5	580		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-21T07:04	2017/2018	26	73.5	-7.0	570		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-21T08:43	2017/2018	27	73.0	-7.5	610		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-21T10:46	2017/2018	28	72.3	-8.0	650		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-21T11:59	2017/2018	29	72.3	-9.8	590		S	M	Two_lows_Reversed	-		1008	38	45
239	2017-11-21T13:38	2017/2018	30	72.3	-10.0	560		S	D	Two_lows_Reversed	-		1008	38	45
239	2017-11-21T15:19	2017/2018	31	72.2	-10.5	450		C	D	Two_lows_Reversed	-		1008	38	45
239	2017-11-21T17:01	2017/2018	32	72.0	-11.0	470		C	D	Two_lows_Reversed	-		1008	38	45
239	2017-11-21T18:57	2017/2018	33	71.8	-14.0	460		C	D	Two_lows_Reversed	-		1008	38	45
239	2017-11-21T20:36	2017/2018	34	71.5	-15.0	400		C	D	Two_lows_Reversed	-		1008	38	45
239	2017-11-21T22:17	2017/2018	35	71.0	-16.5	420		C	D	Two_lows_Reversed	-		1008	38	45
239.b	2017-11-18T14:13	2017/2018	1	77.2	4.0	360		C	F	Two_lows_Reversed	-				
239.b	2017-11-18T15:54	2017/2018	2	77.3	2.5	300		C	F	Two_lows_Reversed	-				
239.b	2017-11-18T18:20	2017/2018	3	77.0	2.0	300		C	M	Two_lows_Reversed	-				
239.b	2017-11-18T19:58	2017/2018	4	77.0	0.3	280		C	M	Two_lows_Reversed	-				
239.b	2017-11-18T21:39	2017/2018	5	76.8	-1.0	290		C	M	Two_lows_Reversed	-				
239.b	2017-11-19T04:07	2017/2018	6	75.5	-5.0	380		T	M	Two_lows_Reversed	-				
239.b	2017-11-19T05:48	2017/2018	7	75.0	-6.0	360		T	M	Two_lows_Reversed	-				
239.b	2017-11-19T07:27	2017/2018	8	75.0	-6.5	430		S	M	Two_lows_Reversed	-				
239.b	2017-11-19T09:47	2017/2018	9	74.2	-7.0	500		S	M	Two_lows_Reversed	-				
239.b	2017-11-19T11:27	2017/2018	10	73.7	-8.5	500		S	M	Two_lows_Reversed	-				
239.b	2017-11-19T12:22	2017/2018	11	73.5	-9.0	500		S	M	Two_lows_Reversed	-				
239.b	2017-11-19T14:01	2017/2018	12	73.0	-9.5	570		S	M	Two_lows_Reversed	-				
239.b	2017-11-19T15:42	2017/2018	13	72.7	-10.0	700		S	M	Two_lows_Reversed	-				
239.b	2017-11-19T19:38	2017/2018	14	71.7	-10.0	700		S	M	Two_lows_Reversed	-				
239.b	2017-11-19T21:18	2017/2018	15	71.3	-10.5	700		S	M	Two_lows_Reversed	-				
239.b	2017-11-19T22:59	2017/2018	16	71.1	-10.8			S	M	Two_lows_Reversed	-				
239.b	2017-11-20T03:56	2017/2018	17	69.1	-13.5			C	M	Two_lows_Reversed	-				
239.b	2017-11-20T05:36	2017/2018	18	68.8	-14.0	640		C	D	Two_lows_Reversed	-				
239.b	2017-11-20T07:16	2017/2018	19	68.2	-13.0	580		S	D	Two_lows_Reversed	-				
239.b	2017-11-20T11:07	2017/2018	20	68.0	-17.0	470		S	D	Two_lows_Reversed	-				
239.b	2017-11-20T12:46	2017/2018	21	67.4	-17.0	440		U	D	Two_lows_Reversed	-				
239.b	2017-11-20T13:50	2017/2018	22	67.2	-17.0	440		C	D	Two_lows_Reversed	-				
239.b	2017-11-20T15:30	2017/2018	23	67.0	-17.5	420		C	D	Two_lows_Reversed	-				
239.b	2017-11-20T17:12	2017/2018	24	66.5	-18.0			C	D	Two_lows_Reversed	-				
239.c	2017-11-20T03:56	2017/2018	1	69.1	-6.5			U	F	From_the_same_cloud_system_than_236.b	-				
239.c	2017-11-20T05:36	2017/2018	2	69.2	-7.0	300		C	F	From_the_same_cloud_system_than_236.b	-				
239.c	2017-11-20T07:16	2017/2018	3	69.3	-8.0	280		C	F	From_the_same_cloud_system_than_236.b	-				
239.c	2017-11-20T09:26	2017/2018	4	69.9	-9.5			C	M	From_the_same_cloud_system_than_236.b	-				
239.c	2017-11-20T11:07	2017/2018	5	70.0	-10.3	350		C	M	From_the_same_cloud_system_than_236.b	-				
239.c	2017-11-20T12:11	2017/2018	6	69.3	-12.0	410		C	M	From_the_same_cloud_system_than_236.b	-				
239.c	2017-11-20T13:50	2017/2018	7	68.8	-13.5	480		C	M	From_the_same_cloud_system_than_236.b	-				
239.c	2017-11-20T15:30	2017/2018	8	68.0	-14.0	480		C	M	From_the_same_cloud_system_than_236.b	-				
239.c	2017-11-20T17:12	2017/2018	9	68.0	-15.5			C	M	From_the_same_cloud_system_than_236.b	-				
239.c	2017-11-20T19:17	2017/2018	10	67.5	-16.5	700		C	M	From_the_same_cloud_system_than_236.b	-				
239.c	2017-11-20T20:57	2017/2018	11	66.7	-17.5	700		C	M	From_the_same_cloud_system_than_236.b	-				
239.c	2017-11-20T22:38	2017/2018	12	66.0	-17.5	650		C	M	From_the_same_cloud_system_than_236.b	-				
239.c	2017-11-21T05:25	2017/2018	13	65.0	-20.0	500		C	D	From_the_same_cloud_system_than_236.b	-				
239.c	2017-11-21T07:04	2017/2018	14	64.8	-20.0	420		C	D	From_the_same_cloud_system_than_236.b	-				
240	2017-11-22T04:27	2017/2018	1	58.5	-8.0			U	F	Between_Iceland_and_GB	-		977	43	
240	2017-11-22T05:13	2017/2018	2	58.5	-8.5	410		U	F	Between_Iceland_and_GB	-		977	43	
240	2017-11-22T06:53	2017/2018	3	57.9	-10.1	440		C	F	Between_Iceland_and_GB	-		977	43	
240	2017-11-22T10:26	2017/2018	4	57.8	-11.5	500		C	M	Between_Iceland_and_GB	-		977	43	
240	2017-11-22T12:05	2017/2018	5	57.6	-12.0	440		T	M	Between_Iceland_and_GB	-		977	43	
240	2017-11-22T14:04	2017/2018	6	57.6	-12.0	380		S	M	Between_Iceland_and_GB	-		977	43	
240	2017-11-22T15:07	2017/2018	7	57.5	-12.5	380		S	M	Between_Iceland_and_GB	-		977	43	
240	2017-11-22T16:49	2017/2018	8	56.5	-12.5	420		S	M	Between_Iceland_and_GB	-		977	43	
240	2017-11-22T20:16	2017/2018	9	56.3	-12.0	420		S	M	Between_Iceland_and_GB	-		977	43	
240	2017-11-22T21:56	2017/2018	10	56.0	-12.0	450		S	M	Between_Iceland_and_GB	-		977	43	
240	2017-11-23T05:02	2017/2018	11	53.0	-10.0	470		U	D	Between_Iceland_and_GB	-		977	43	
240.b	2017-11-22T10:26	2017/2018	1	58.9	-17.0	330		undefined	F	Between_Iceland_and_GB_MC_accompanying_PL240	-				
240.b	2017-11-22T12:05	2017/2018	2	58.1	-17.5	360		comma	F	Between_Iceland_and_GB_MC_accompanying_PL240	-				
240.b	2017-11-22T15:07	2017/2018	3	56.3	-17.5	330		comma	M	Between_Iceland_and_GB_MC_accompanying_PL240	-				
240.b	2017-11-22T16:49	2017/2018	4	55.5	-16.5	370		comma	M	Between_Iceland_and_GB_MC_accompanying_PL240	-				
240.b	2017-11-22T21:56	2017/2018	5	54.0	-16.8	320		comma	M	Between_Iceland_and_GB_MC_accompanying_PL240	-				
240.b	2017-11-23T05:02	2017/2018	6	51.0	-16.0	330		undefined	D	Between_Iceland_and_GB_MC_accompanying_PL240	-				
241	2017-11-27T12:30	2017/2018	1	76.0	15.0			U	F	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-27T14:10	2017/2018	2	75.8	16.0	530		S	F	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-27T18:33	2017/2018	3	75.1	17.5	550		S	M	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-27T20:12	2017/2018	4	75.0	18.5	600		S	M	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-28T02:22	2017/2018	5	73.5	20.0	550		S	M	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-28T04:04	2017/2018	6	73.9	20.0	550		S	M	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-28T05:45	2017/2018	7	73.9	21.0	530		S	M	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
241	2017-11-28T07:24	2017/2018	8	73.2	22.0	500		S	M	Baroclinic_convergence_good_soundings_from_Bjornoya	-		992	42	62
